Calculation,Time,,,
1071,2.65625E-05,,,
1072,2.60648E-05,,,
1073,2.84028E-05,,,
1074,2.67014E-05,,,
1075,2.62963E-05,,,
1076,2.61458E-05,,,
1077,2.65741E-05,,,
1078,2.72106E-05,,,
1079,2.61806E-05,,,
1080,2.58102E-05,,,
1081,2.66782E-05,,,
1082,2.61574E-05,,,
1083,2.71875E-05,,,
1084,0.00002625,,,
1085,2.58681E-05,,,
1086,2.67824E-05,,,
1087,2.63194E-05,,,
1088,2.75463E-05,,,
1089,2.64352E-05,,,
1090,2.56829E-05,,,
1091,0.00002625,,,
1092,2.60185E-05,,,
1093,2.59491E-05,,,
1094,2.5787E-05,,,
1095,2.56713E-05,,,
1096,2.72454E-05,,,
1097,2.61921E-05,,,
1098,2.60069E-05,,,
1099,2.68981E-05,,,
1100,2.5787E-05,,,
1101,2.63194E-05,,,
1102,2.6169E-05,,,
1103,2.66898E-05,,,
1104,2.6169E-05,,,
1105,2.61921E-05,,,
1106,2.68519E-05,,,
1107,2.57292E-05,,,
1108,2.62153E-05,,,
1109,2.6412E-05,,,
1110,2.63426E-05,,,
1111,2.61921E-05,,,
1112,2.66667E-05,,,
1113,2.78241E-05,,,
1114,2.8912E-05,,,
1115,2.69444E-05,,,
1116,2.66667E-05,,,
1117,3.12269E-05,,,
1118,2.80903E-05,,,
1119,2.64583E-05,,,
1120,3.40856E-05,,,
1121,2.60301E-05,,,
1122,2.72454E-05,,,
1123,2.64236E-05,,,
1124,2.6088E-05,,,
1125,2.59722E-05,,,
1126,2.6169E-05,,,
1127,2.8287E-05,,,
1128,2.60995E-05,,,
1129,2.59606E-05,,,
1130,2.61343E-05,,,
1131,2.66667E-05,,,
1132,2.71759E-05,,,
1133,2.62731E-05,,,
1134,2.74074E-05,,,
1135,2.61574E-05,,,
1136,2.61111E-05,,,
1137,2.61227E-05,,,
1138,2.61227E-05,,,
1139,2.78356E-05,,,
1140,2.62847E-05,,,
1141,2.58681E-05,,,
1142,2.89931E-05,,,
1143,2.62037E-05,,,
1144,2.65741E-05,,,
1145,2.79861E-05,,,
1146,2.70139E-05,,,
1147,2.61921E-05,,,
1148,2.59838E-05,,,
1149,2.73495E-05,,,
1150,2.64352E-05,,,
1151,2.60532E-05,,,
1152,2.6412E-05,,,
1153,2.67477E-05,,,
1154,2.68403E-05,,,
1155,2.57986E-05,,,
1156,2.65394E-05,,,
1157,2.65856E-05,,,
1158,2.65162E-05,,,
1159,2.62963E-05,,,
1160,2.65856E-05,,,
1161,2.61343E-05,,,
1162,2.66782E-05,,,
1163,2.65046E-05,,,
1164,2.66782E-05,,,
1165,2.59838E-05,,,
1166,2.68171E-05,,,
1167,2.87153E-05,,,
1168,2.70486E-05,,,
1169,2.60764E-05,,,
1170,2.62731E-05,,,
1171,2.63194E-05,,,
1172,2.58796E-05,,,
1173,2.64815E-05,,,
1174,2.61574E-05,,,
1175,2.74884E-05,,,
1176,2.56944E-05,,,
1177,2.66435E-05,,,
1178,2.6088E-05,,,
1179,2.67361E-05,,,
1180,2.65741E-05,,,
1181,2.64005E-05,,,
1182,2.70255E-05,,,
1183,2.68634E-05,,,
1184,2.60185E-05,,,
1185,2.72454E-05,,,
1186,2.65625E-05,,,
1187,2.62037E-05,,,
1188,2.63079E-05,,,
1189,2.65278E-05,,,
1190,2.62616E-05,,,
1191,2.58449E-05,,,
1192,0.000028125,,,
1193,2.82407E-05,,,
1194,2.75231E-05,,,
1195,2.76389E-05,,,
1196,2.83796E-05,,,
1197,2.72338E-05,,,
1198,2.57986E-05,,,
1199,2.69097E-05,,,
1200,2.67245E-05,,,
1201,2.65741E-05,,,
1202,2.78356E-05,,,
1203,2.62847E-05,,,
1204,2.77778E-05,,,
1205,2.6412E-05,,,
1206,2.62037E-05,,,
1207,2.65625E-05,,,
1208,2.64583E-05,,,
1209,2.64583E-05,,,
1210,2.60648E-05,,,
1211,2.63889E-05,,,
1212,2.61806E-05,,,
1213,2.61574E-05,,,
1214,2.6169E-05,,,
1215,2.60995E-05,,,
1216,2.63542E-05,,,
1217,2.59259E-05,,,
1218,2.64005E-05,,,
1219,2.58681E-05,,,
1220,2.62037E-05,,,
1221,2.65625E-05,,,
1222,2.62731E-05,,,
1223,2.61343E-05,,,
1224,2.60764E-05,,,
1225,2.59722E-05,,,
1226,2.68981E-05,,,
1227,2.66898E-05,,,
1228,2.60764E-05,,,
1229,2.69676E-05,,,
1230,2.79282E-05,,,
1231,2.81366E-05,,,
1232,2.64931E-05,,,
1233,2.59028E-05,,,
1234,2.57176E-05,,,
1235,2.66667E-05,,,
1236,2.64005E-05,,,
1237,2.93981E-05,,,
1238,2.74884E-05,,,
1239,2.63194E-05,,,
1240,2.61574E-05,,,
1241,2.58912E-05,,,
1242,2.78241E-05,,,
1243,2.60532E-05,,,
1244,2.62616E-05,,,
1245,2.59144E-05,,,
1246,2.62616E-05,,,
1247,2.64352E-05,,,
1248,2.61806E-05,,,
1249,2.60301E-05,,,
1250,2.62616E-05,,,
1251,2.67245E-05,,,
1252,2.67477E-05,,,
1253,2.64352E-05,,,
1254,2.72801E-05,,,
1255,2.78819E-05,,,
1256,2.59838E-05,,,
1257,2.75463E-05,,,
1258,2.64468E-05,,,
1259,2.67361E-05,,,
1260,2.9213E-05,,,
1261,2.71412E-05,,,
1262,2.71065E-05,,,
1263,2.6169E-05,,,
1264,2.69444E-05,,,
1265,2.62037E-05,,,
1266,2.60532E-05,,,
1267,2.71181E-05,,,
1268,2.62153E-05,,,
1269,0.0000275,,,
1270,2.67361E-05,,,
1271,2.60069E-05,,,
1272,2.7037E-05,,,
1273,2.59838E-05,,,
1274,2.73032E-05,,,
1275,2.64005E-05,,,
1276,2.76042E-05,,,
1277,2.70255E-05,,,
1278,2.64352E-05,,,
1279,2.65625E-05,,,
1280,2.63542E-05,,,
1281,2.66088E-05,,,
1282,0.00002625,,,
1283,2.64468E-05,,,
1284,2.62616E-05,,,
1285,2.61806E-05,,,
1286,2.82176E-05,,,
1287,2.62616E-05,,,
1288,2.59144E-05,,,
1289,2.6169E-05,,,
1290,2.64583E-05,,,
1291,2.70023E-05,,,
1292,2.63773E-05,,,
1293,2.63079E-05,,,
1294,2.8044E-05,,,
1295,2.61574E-05,,,
1296,2.63542E-05,,,
1297,2.70718E-05,,,
1298,2.60648E-05,,,
1299,2.61343E-05,,,
1300,2.61806E-05,,,
1301,2.62731E-05,,,
1302,2.73843E-05,,,
1303,0.00002625,,,
1304,2.74884E-05,,,
1305,2.62153E-05,,,
1306,2.60417E-05,,,
1307,2.7419E-05,,,
1308,2.70486E-05,,,
1309,2.58449E-05,,,
1310,2.88657E-05,,,
1311,2.69329E-05,,,
1312,2.59259E-05,,,
1313,2.61806E-05,,,
1314,2.58449E-05,,,
1315,2.66088E-05,,,
1316,2.63079E-05,,,
1317,2.9537E-05,,,
1318,2.6331E-05,,,
1319,2.59838E-05,,,
1320,2.59954E-05,,,
1321,2.6088E-05,,,
1322,2.65162E-05,,,
1323,2.58449E-05,,,
1324,2.64583E-05,,,
1325,2.65625E-05,,,
1326,2.65856E-05,,,
1327,2.73958E-05,,,
1328,2.57523E-05,,,
1329,2.81713E-05,,,
1330,2.71528E-05,,,
1331,2.71296E-05,,,
1332,2.78009E-05,,,
1333,2.80093E-05,,,
1334,2.6956E-05,,,
1335,2.76273E-05,,,
1336,2.65625E-05,,,
1337,2.85417E-05,,,
1338,2.57176E-05,,,
1339,2.75579E-05,,,
1340,2.69676E-05,,,
1341,2.65509E-05,,,
1342,2.68634E-05,,,
1343,2.70718E-05,,,
1344,2.67824E-05,,,
1345,2.74769E-05,,,
1346,2.62847E-05,,,
1347,2.73148E-05,,,
1348,2.60648E-05,,,
1349,2.61806E-05,,,
1350,2.58681E-05,,,
1351,2.65856E-05,,,
1352,2.60069E-05,,,
1353,2.58681E-05,,,
1354,2.6169E-05,,,
1355,2.77199E-05,,,
1356,2.69792E-05,,,
1357,2.69444E-05,,,
1358,2.60995E-05,,,
1359,2.59144E-05,,,
1360,2.58912E-05,,,
1361,2.58333E-05,,,
1362,2.76736E-05,,,
1363,2.78588E-05,,,
1364,2.73727E-05,,,
1365,2.72801E-05,,,
1366,2.67361E-05,,,
1367,2.77199E-05,,,
1368,2.7338E-05,,,
1369,2.68403E-05,,,
1370,2.68519E-05,,,
1371,2.71296E-05,,,
1372,2.80556E-05,,,
1373,2.65162E-05,,,
1374,2.68287E-05,,,
1375,2.60995E-05,,,
1376,2.70602E-05,,,
1377,2.86227E-05,,,
1378,2.66319E-05,,,
1379,3.10185E-05,,,
1380,3.07986E-05,,,
1381,2.61574E-05,,,
1382,2.76273E-05,,,
1383,2.63889E-05,,,
1384,3.34606E-05,,,
1385,2.60185E-05,,,
1386,2.70255E-05,,,
1387,2.62269E-05,,,
1388,2.58565E-05,,,
1389,2.72569E-05,,,
1390,2.58102E-05,,,
1391,2.63426E-05,,,
1392,2.58333E-05,,,
1393,2.59838E-05,,,
1394,2.65741E-05,,,
1395,2.6794E-05,,,
1396,2.59259E-05,,,
1397,2.61458E-05,,,
1398,2.66435E-05,,,
1399,2.62616E-05,,,
1400,2.67014E-05,,,
1401,2.88542E-05,,,
1402,2.66782E-05,,,
1403,2.63194E-05,,,
1404,2.62963E-05,,,
1405,2.73958E-05,,,
1406,2.7662E-05,,,
1407,2.66898E-05,,,
1408,2.67477E-05,,,
1409,2.59028E-05,,,
1410,2.61227E-05,,,
1411,2.79282E-05,,,
1412,2.69444E-05,,,
1413,2.76736E-05,,,
1414,2.57986E-05,,,
1415,2.58218E-05,,,
1416,2.71875E-05,,,
1417,2.70139E-05,,,
1418,2.88194E-05,,,
1419,0.000026875,,,
1420,2.70602E-05,,,
1421,2.93866E-05,,,
1422,2.66667E-05,,,
1423,2.63426E-05,,,
1424,2.68056E-05,,,
1425,2.89699E-05,,,
1426,2.94329E-05,,,
1427,2.67708E-05,,,
1428,2.71759E-05,,,
1429,2.72106E-05,,,
1430,2.72685E-05,,,
1431,2.91551E-05,,,
1432,2.74884E-05,,,
1433,2.77199E-05,,,
1434,2.65856E-05,,,
1435,0.000026875,,,
1436,2.77662E-05,,,
1437,2.6956E-05,,,
1438,2.72454E-05,,,
1439,2.73148E-05,,,
1440,2.78819E-05,,,
1441,2.85995E-05,,,
1442,2.80324E-05,,,
1443,2.5706E-05,,,
1444,2.69097E-05,,,
1445,2.62037E-05,,,
1446,3.00231E-05,,,
1447,2.72222E-05,,,
1448,2.63657E-05,,,
1449,2.60301E-05,,,
1450,2.64583E-05,,,
1451,2.82407E-05,,,
1452,2.64005E-05,,,
1453,2.62037E-05,,,
1454,2.65741E-05,,,
1455,2.62153E-05,,,
1456,2.70139E-05,,,
1457,2.58449E-05,,,
1458,2.74769E-05,,,
1459,2.82176E-05,,,
1460,2.5787E-05,,,
1461,3.75231E-05,,,
1462,2.69444E-05,,,
1463,2.60764E-05,,,
1464,2.60764E-05,,,
1465,2.77894E-05,,,
1466,2.59722E-05,,,
1467,2.5706E-05,,,
1468,2.58102E-05,,,
1469,2.72222E-05,,,
1470,2.61227E-05,,,
1471,2.60185E-05,,,
1472,2.65509E-05,,,
1473,2.59954E-05,,,
1474,2.68287E-05,,,
1475,2.66551E-05,,,
1476,2.60995E-05,,,
1477,2.65046E-05,,,
1478,2.62384E-05,,,
1479,2.61921E-05,,,
1480,2.62731E-05,,,
1481,2.61806E-05,,,
1482,2.69907E-05,,,
1483,2.65972E-05,,,
1484,2.67824E-05,,,
1485,2.64931E-05,,,
1486,2.75116E-05,,,
1487,2.58796E-05,,,
1488,2.60764E-05,,,
1489,2.63194E-05,,,
1490,2.70718E-05,,,
1491,2.61806E-05,,,
1492,2.59144E-05,,,
1493,2.60185E-05,,,
1494,2.79514E-05,,,
1495,2.70486E-05,,,
1496,2.61458E-05,,,
1497,2.61111E-05,,,
1498,2.7037E-05,,,
1499,2.67361E-05,,,
1500,2.68981E-05,,,
1501,2.70023E-05,,,
1502,2.70602E-05,,,
1503,2.57639E-05,,,
1504,2.61111E-05,,,
1505,2.72222E-05,,,
1506,2.66088E-05,,,
1507,2.58681E-05,,,
1508,2.60301E-05,,,
1509,2.63889E-05,,,
1510,2.68171E-05,,,
1511,2.70486E-05,,,
1512,2.6169E-05,,,
1513,2.73264E-05,,,
1514,2.59606E-05,,,
1515,2.64468E-05,,,
1516,2.67014E-05,,,
1517,2.58449E-05,,,
1518,2.77199E-05,,,
1519,2.68056E-05,,,
1520,2.74421E-05,,,
1521,2.58218E-05,,,
1522,2.66667E-05,,,
1523,2.85417E-05,,,
1524,2.69097E-05,,,
1525,2.91782E-05,,,
1526,2.79745E-05,,,
1527,2.61227E-05,,,
1528,2.57755E-05,,,
1529,2.67245E-05,,,
1530,2.73264E-05,,,
1531,2.62037E-05,,,
1532,2.62731E-05,,,
1533,2.62847E-05,,,
1534,2.60185E-05,,,
1535,2.71412E-05,,,
1536,2.61227E-05,,,
1537,2.70486E-05,,,
1538,2.65162E-05,,,
1539,2.61574E-05,,,
1540,2.63889E-05,,,
1541,2.62037E-05,,,
1542,2.7662E-05,,,
1543,2.60532E-05,,,
1544,2.68519E-05,,,
1545,2.60069E-05,,,
1546,2.59259E-05,,,
1547,2.60185E-05,,,
1548,2.67014E-05,,,
1549,2.57176E-05,,,
1550,2.75463E-05,,,
1551,2.64583E-05,,,
1552,2.69444E-05,,,
1553,2.65278E-05,,,
1554,2.64005E-05,,,
1555,2.71412E-05,,,
1556,2.6794E-05,,,
1557,2.61343E-05,,,
1558,2.83449E-05,,,
1559,2.62731E-05,,,
1560,2.71181E-05,,,
1561,2.90394E-05,,,
1562,2.68171E-05,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
